name;description;code;user_id;supplier_id;category_id
Foco H4;;344;1.0;1.0;3
Foco H7;;345;1.0;1.0;3
Folio A4;;346;1.0;1.0;3
Forma Juntas;;347;1.0;1.0;3
Formador De Junta Gris;;348;1.0;1.0;3
Francesa;;349;1.0;1.0;3
Franelas;;350;1.0;1.0;3
Fuguero;;351;1.0;1.0;3
Gafas Claras;;352;1.0;1.0;3
Gafas Claras ;;353;1.0;1.0;3
Gafas Claras Ucu;;354;1.0;1.0;3
Gafas Oscuras;;355;1.0;1.0;3
Gafas Oscuras ;;356;1.0;1.0;3
Gafas Oscuras Ucu;;357;1.0;1.0;3
Gafas Oscuras X 10;;358;1.0;1.0;3
Galletas  Dulces Surtidas;;359;1.0;1.0;3
Galletas Diversiones ;;360;1.0;1.0;3
Galletas Ojaldradas ;;361;1.0;1.0;3
Galletas Pepas;;362;1.0;1.0;3
Galletas Pepas ;;363;1.0;1.0;3
Galletas Surtidas;;364;1.0;1.0;3
Galletas Varias ;;365;1.0;1.0;3
Gancho Para Cadenas;;366;1.0;1.0;3
Gaseosa X 1,5 L;;367;1.0;1.0;3
Gaseosa X 3 L;;368;1.0;1.0;3
Gaseosas X 3 L;;369;1.0;1.0;3
Gaseosas X 3 Litros;;370;1.0;1.0;3
Gaseosas X 6 De 3 Litros;;371;1.0;1.0;3
Gato Con Llaves;;372;1.0;1.0;3
Goma Para Sello;;373;1.0;1.0;3
Gomas De Presion De Tubos;;374;1.0;1.0;3
Gomas De PresiÇün De Tubos;;375;1.0;1.0;3
Grampas 60-80;;376;1.0;1.0;3
Grasa X 18 Kg;;377;1.0;1.0;3
Grasera Nueva ;;378;1.0;1.0;3
Grasera Usada;;379;1.0;1.0;3
Grifos De 3/4;;380;1.0;1.0;3
Grilletes;;381;1.0;1.0;3
Guantes De  Vagueta  Frizado;;382;1.0;1.0;3
Guantes De Nitrilo;;383;1.0;1.0;3
Guantes De Nitrilo  X 12;;384;1.0;1.0;3
Guantes De Nitrilo Por Pares;;385;1.0;1.0;3
Guantes De Nitrilo X 10;;386;1.0;1.0;3
Guantes De Vagueta Simple;;387;1.0;1.0;3
Guantes De Vaqueta Con Abrigo;;388;1.0;1.0;3
Guantes De Vaqueta Forrados X 10;;389;1.0;1.0;3
Guantes De Vaqueta X 12;;390;1.0;1.0;3
Guantes De Vaquetas Abrigados Por Pares ;;391;1.0;1.0;3
Guantes De Vaquetas Comunes Por Pares ;;392;1.0;1.0;3
Guantes Para Soldar;;393;1.0;1.0;3
Guantes Pera Soldar ;;394;1.0;1.0;3
Guantes Textiles Con Poliuretano Por Pares ;;395;1.0;1.0;3
Guantes Vaqueta Con Abrigo X 12 ;;396;1.0;1.0;3
Hacha Nueva;;397;1.0;1.0;3
HidrÇ­ulico X 20 Litros;;398;1.0;1.0;3
Hoja De Acero RÇ­pido;;399;1.0;1.0;3
Impresora Canon 3110                 Nueva;;400;1.0;1.0;3
Jabalina;;401;1.0;1.0;3
Jabalina Con Prensacable;;402;1.0;1.0;3
Jabalinas ;;403;1.0;1.0;3
Jabalinas Con Borne ;;404;1.0;1.0;3
Juego De Mechas Bosch;;405;1.0;1.0;3
Juego De Muelas Nq;;406;1.0;1.0;3
Juego De Saca Bujia ;;407;1.0;1.0;3
Juegos De Aletas Nq;;408;1.0;1.0;3
Juegos De Lainas Nq;;409;1.0;1.0;3
Kid Antiderrame;;410;1.0;1.0;3
Kid Antiderrame (Bolso);;411;1.0;1.0;3
Kid De Llave Para Gato De Camioneta (P/Devolver);;412;1.0;1.0;3
La Compuradura Con El Bolso Azul;;413;1.0;1.0;3
Lainas Hq3;;414;1.0;1.0;3
Lamparas 220V;;415;1.0;1.0;3
Lapiceras;;416;1.0;1.0;3
Lapiceras ;;417;1.0;1.0;3
Lava Ojo;;418;1.0;1.0;3
Lave 13;;419;1.0;1.0;3
Lave 25;;420;1.0;1.0;3
Lave 27;;421;1.0;1.0;3
Lb 84 Lubricante Para Cadena  En Aerosol;;422;1.0;1.0;3
Leche X Pack;;423;1.0;1.0;3
LeÇña;;424;1.0;1.0;3
LeÇña ;;425;1.0;1.0;3
Libretas;;426;1.0;1.0;3
Libretas Para Realizar Chek Lis Vehiculos;;427;1.0;1.0;3
Libro De Acta;;428;1.0;1.0;3
Libro De Acta Ambiental;;429;1.0;1.0;3
Linterna Led ;;430;1.0;1.0;3
Llave 10;;431;1.0;1.0;3
Llave 11;;432;1.0;1.0;3
Llave 12;;433;1.0;1.0;3
Llave 14;;434;1.0;1.0;3
Llave 15;;435;1.0;1.0;3
Llave 19;;436;1.0;1.0;3
Llave 20;;437;1.0;1.0;3
Llave 22;;438;1.0;1.0;3
Llave 23;;439;1.0;1.0;3
Llave 24;;440;1.0;1.0;3
Llave 26;;441;1.0;1.0;3
Llave 30;;442;1.0;1.0;3
Llave 32;;443;1.0;1.0;3
Llave 36 Stiloson;;444;1.0;1.0;3
"Llave De 2 "" Con Niple Y Acople Macho";;445;1.0;1.0;3
Llave De Palmalive;;446;1.0;1.0;3
Llave De Pie Stilson 48;;447;1.0;1.0;3
Llaves Parmalip Nq ;;448;1.0;1.0;3
Luces De Emergencia Led 60;;449;1.0;1.0;3
Luces De Emergencias;;450;1.0;1.0;3
Luminaria;;451;1.0;1.0;3
Macho Hq;;452;1.0;1.0;3
Malla Naranja;;453;1.0;1.0;3
Mameluco Anti Desgarro (Raul);;454;1.0;1.0;3
Mameluco Descartable;;455;1.0;1.0;3
Mameluco Tela Antidesgarro Xxxl (Horacio Romero);;456;1.0;1.0;3
Mameluco Tela Antidesgarro Xxxl (Orlando Luna);;457;1.0;1.0;3
Mameluco Tela Antidesgarro Xxxl (Osvaldo Requelme);;458;1.0;1.0;3
Mameluco Termico Zonza Xl (Calpanchay);;459;1.0;1.0;3
Mameluco TÇ¸rmico ( Para Osvaldo);;460;1.0;1.0;3
Mamelucos Descartables ;;461;1.0;1.0;3
Mamelucos Descartables X 25 Xl;;462;1.0;1.0;3
Mamelucos Descartables Xl;;463;1.0;1.0;3
Mamelucos Descartables Xl X 25;;464;1.0;1.0;3
Mamelucos Descartables Xxl;;465;1.0;1.0;3
Mamelucos Descartables Xxl X 25 Unid;;466;1.0;1.0;3
Mamelucos Descartables Xxxl;;467;1.0;1.0;3
Mamelucos Descartables Xxxl X 25 Unid;;468;1.0;1.0;3
Mango De Fuerza Con Cricket  3/4;;469;1.0;1.0;3
Manguera De 1/2  De 2 M Aproximadamente ;;470;1.0;1.0;3
"Manguera De 10 M De 1""";;471;1.0;1.0;3
Manguera De 2¶ù Con Acople;;472;1.0;1.0;3
"Manguera De 4 M De 1""";;473;1.0;1.0;3
"Manguera De 6 M De 1""";;474;1.0;1.0;3
Manguera De Cabeza Inyectora Lf70;;475;1.0;1.0;3
Manguera De Mixer Lf70;;476;1.0;1.0;3
Manguera Para Engrase 1/4;;477;1.0;1.0;3
Manguera Para La Copa;;478;1.0;1.0;3
"Manguera Tranparente De 1/2"" X 2,5M";;479;1.0;1.0;3
Manguera X 10 Mts;;480;1.0;1.0;3
"Mangueras De 2 """;;481;1.0;1.0;3
Manipulador De Lainas ;;482;1.0;1.0;3
Manometro 3500 Psi;;483;1.0;1.0;3
Manometro 5000 Psi;;484;1.0;1.0;3
Manteca De Cacao;;485;1.0;1.0;3
Maquina Prensa Manguera Completa ;;486;1.0;1.0;3
Marcador Permanente X 12;;487;1.0;1.0;3
Marcadores Negros  X 12 Uni;;488;1.0;1.0;3
Marcadores Permanentes;;489;1.0;1.0;3
Martillo Bolita;;490;1.0;1.0;3
Martillo De Goma;;491;1.0;1.0;3
Masa X 5 Kg;;492;1.0;1.0;3
Mascara Facial Con Cremallera;;493;1.0;1.0;3
Mascara Para Soldar;;494;1.0;1.0;3
Mascarilla Para Polvo 1501 X 50 Unidades;;495;1.0;1.0;3
Matafuego D 10Kg;;496;1.0;1.0;3
Matafuego X 10 Kg;;497;1.0;1.0;3
Matafuegos De 10 Kg;;498;1.0;1.0;3
Mate X Caja;;499;1.0;1.0;3
Maza 5Kg;;500;1.0;1.0;3
Medicamentos Para Milton;;501;1.0;1.0;3
Medicametos Varios, Protector Solar 2, Manteca De Cacao 10;;502;1.0;1.0;3
Mesa De Oficina ;;503;1.0;1.0;3
Metegol;;504;1.0;1.0;3
Mezclador De Aditivos;;505;1.0;1.0;3
Mmelucos Antidesgarros;;506;1.0;1.0;3
Mochila Para Portar Computadora Portatil Nueva;;507;1.0;1.0;3
Morcilla X Kg;;508;1.0;1.0;3
Mordaza De Full Clan Hq;;509;1.0;1.0;3
Mordaza Nq;;510;1.0;1.0;3
Morza;;511;1.0;1.0;3
Motobomba;;512;1.0;1.0;3
"Motobomba 2""";;513;1.0;1.0;3
"Motobomba 3""";;514;1.0;1.0;3
Motobomba De 2 Pulgadas;;515;1.0;1.0;3
"Motobomba De 2""";;516;1.0;1.0;3
Motobomba De 2¶ù;;517;1.0;1.0;3
"Motobomba De 3""";;518;1.0;1.0;3
"Motobomba De 4 """;;519;1.0;1.0;3
Motor De Mixer De Perforacion ;;520;1.0;1.0;3
Motor Mixer Y Adaptador ;;521;1.0;1.0;3
Niple De 1/2;;522;1.0;1.0;3
Nivea Sun;;523;1.0;1.0;3
Nivel De Mano ;;524;1.0;1.0;3
Obturante Geptrol;;525;1.0;1.0;3
Orins Varios ;;526;1.0;1.0;3
Packer Completo;;527;1.0;1.0;3
Pala Punta CorazÇün ;;528;1.0;1.0;3
Palitos Por Paquete ;;529;1.0;1.0;3
Panel Radiante Mica;;530;1.0;1.0;3
Pantalon Termico (Guillermina);;531;1.0;1.0;3
Pantalon Termico Talle L (Acevedo);;532;1.0;1.0;3
Pantalos De Trabajo (Acevedo);;533;1.0;1.0;3
Pantalos De Trabajo (Calpanchay);;534;1.0;1.0;3
Papel De Junta;;535;1.0;1.0;3
Paquete Para TÇümas ;;536;1.0;1.0;3
Paquets De Yerba ;;537;1.0;1.0;3
Patas De Torre Lf70;;538;1.0;1.0;3
PaÇño Absorbente;;539;1.0;1.0;3
PaÇños Absorbetes X100;;540;1.0;1.0;3
PaÇños Absorventres X 100 U;;541;1.0;1.0;3
Pelopincho Completa ;;542;1.0;1.0;3
Pelopincho De 27.000 L Nueva;;543;1.0;1.0;3
Perros ;;544;1.0;1.0;3
Pescante Hq;;545;1.0;1.0;3
Ph X Palet;;546;1.0;1.0;3
Pico De Grasera Manual;;547;1.0;1.0;3
Picota;;548;1.0;1.0;3
Pileta D 1000 Litros;;549;1.0;1.0;3
Pileta De Decantacion;;550;1.0;1.0;3
Pileta De Lodo ;;551;1.0;1.0;3
Pincel;;552;1.0;1.0;3
Pincel ;;553;1.0;1.0;3
Pinchotes ;;554;1.0;1.0;3
Pinsa;;555;1.0;1.0;3
Pinsa De Presion ;;556;1.0;1.0;3
Pintura Negra 1 L ;;557;1.0;1.0;3
Pintura Negra Para Carroceria ( 1 Litro);;558;1.0;1.0;3
Pintura Por Un 1 Litro Color Gris;;559;1.0;1.0;3
Pinza De Clanes;;560;1.0;1.0;3
Pinzas;;561;1.0;1.0;3
Pisadera;;562;1.0;1.0;3
Pisadera Para Maquina Lf70 ;;563;1.0;1.0;3
Pollos ;;564;1.0;1.0;3
Porta Candado Nq;;565;1.0;1.0;3
Porta Carretel;;566;1.0;1.0;3
Porta Cartel Rectangular Para Entrada;;567;1.0;1.0;3
Porta Extintores Con Cartel;;568;1.0;1.0;3
Porta Filtro;;569;1.0;1.0;3
Porta Filtro Con Filtro Para Luminaria  (Sacada De Luminaria Amarilla);;570;1.0;1.0;3
Porta Filtro Usado;;571;1.0;1.0;3
Porta Matafuego De 10 Kg;;572;1.0;1.0;3
Porta Matafuego De 5 Kg;;573;1.0;1.0;3
Porta Papeles Metalico Rojo;;574;1.0;1.0;3
Poxilinas;;575;1.0;1.0;3
Poxipol;;576;1.0;1.0;3
Prensa Cable De Acero 3/4;;577;1.0;1.0;3
Primera Piel ;;578;1.0;1.0;3
Primera Piel (JosÇ¸ Gomez);;579;1.0;1.0;3
Primera Piel (Orlando Luna);;580;1.0;1.0;3
Primera Piel (Tomas Santillas) Conjunto;;581;1.0;1.0;3
Proteccion De Cabezal Lf70;;582;1.0;1.0;3
Proteccion De Guinche Y Cable De Arrastre;;583;1.0;1.0;3
Rayito De Sol Factor 50;;584;1.0;1.0;3
Red Naranja;;585;1.0;1.0;3
Refrigeranre X 20 Litros ;;586;1.0;1.0;3
Refrigerante X 20;;587;1.0;1.0;3
Refrigerante X 20 L;;588;1.0;1.0;3
Refrigerante X 20 Litros ;;589;1.0;1.0;3
Remachadora Manual;;590;1.0;1.0;3
Remaches ;;591;1.0;1.0;3
Reparacion De Chuck (Empaquetadura);;592;1.0;1.0;3
Repuesto De Llave ;;593;1.0;1.0;3
Residuos Peligrosos Y48;;594;1.0;1.0;3
Residuos Peligrosos Y8;;595;1.0;1.0;3
Residuos Peligrosos Y9;;596;1.0;1.0;3
Resma A4 X 500 Hojas ;;597;1.0;1.0;3
Resma De Hoja A4 X 500 Hojas;;598;1.0;1.0;3
Resorte Hq3;;599;1.0;1.0;3
Resorte Nq3;;600;1.0;1.0;3
Resortes AraÇñas;;601;1.0;1.0;3
Resortes Hq3;;602;1.0;1.0;3
Resortes Para Cabeza De Tubo;;603;1.0;1.0;3
Reten Para Cabezal Cs 1500 ;;604;1.0;1.0;3
Rodamientos B9;;605;1.0;1.0;3
Rodillo  Grande;;606;1.0;1.0;3
Rodillo Chico;;607;1.0;1.0;3
Rodillo De Guia De Cabezal Completo Cs 1500;;608;1.0;1.0;3
Rollo De Alambre ;;609;1.0;1.0;3
Rollo De Manguera 1/2 ;;610;1.0;1.0;3
Rollo De Manguera 1/4 ;;611;1.0;1.0;3
"Rollo De Manguera 28.0 Mpa 4.00 Psi  1 "" R12";;612;1.0;1.0;3
Rollo De Manguera 3/4;;613;1.0;1.0;3
Rollo De Manguera 3/8 ;;614;1.0;1.0;3
Rollo De Manguera 5/8 ;;615;1.0;1.0;3
Rollo De Manguera 5/8 X 2W;;616;1.0;1.0;3
"Rollo De Manguera De 4 ""  X 3 M Aproximadamente";;617;1.0;1.0;3
"Rollo De Manguera Nuevo  1"" 1/2 ";;618;1.0;1.0;3
Rollo De Manguera Para Soplado  Sellado X 100 M;;619;1.0;1.0;3
Rollo De Plastico;;620;1.0;1.0;3
Rollo De Plastico ;;621;1.0;1.0;3
Rollo De Plastico 50X4 Metros ;;622;1.0;1.0;3
Rollo De PlÇ­stico 4 De Ancho X 50 Largo X 200 Micrones ;;623;1.0;1.0;3
Rollos De Plasticos  50 M De Largo, 6 M De Ancho, 200 Micrones;;624;1.0;1.0;3
Ropa Par Flavio Puca (Pantalon, Camisa, Camiseta Y Calzoncillo);;625;1.0;1.0;3
Rulemanes B13;;626;1.0;1.0;3
Rulemanes Para Cabezal Cs 1500;;627;1.0;1.0;3
Seguros Para Resortes ;;628;1.0;1.0;3
Seguros Para Zapatas Nq3;;629;1.0;1.0;3
Sika De 5 L;;630;1.0;1.0;3
Silicona Con Pistola De AplicaciÇün ;;631;1.0;1.0;3
Silicona Liquida Para Interior De Vehiculo;;632;1.0;1.0;3
Silicona Para Junta;;633;1.0;1.0;3
Silicona Transparente;;634;1.0;1.0;3
Sillas De Plastico ;;635;1.0;1.0;3
Soldadora Laser ;;636;1.0;1.0;3
Solucion Fisiologica;;637;1.0;1.0;3
Soporte De Carteleria Celestes;;638;1.0;1.0;3
Soporte Para Matafuego De 10 Kg;;639;1.0;1.0;3
Soporte Para Matafuego De 5 Kg;;640;1.0;1.0;3
Soporte Para Mixer;;641;1.0;1.0;3
Soporte Y Tacho Para Packer;;642;1.0;1.0;3
Sordina Tipo Bincha;;643;1.0;1.0;3
Sordinas L-300;;644;1.0;1.0;3
Sordinas L-300 (Acevedo);;645;1.0;1.0;3
Sordinas L-300 (Calpanchay);;646;1.0;1.0;3
Sordinas Para Casco;;647;1.0;1.0;3
Sordinas Para Stock L300;;648;1.0;1.0;3
Sordinas Tipo Vincha;;649;1.0;1.0;3
Srguro Pinza Pescante;;650;1.0;1.0;3
Tabla Rigida;;651;1.0;1.0;3
Tacho De 200 Litros ;;652;1.0;1.0;3
Tacho De 200 Litros Vacio;;653;1.0;1.0;3
Tacho De Aceite 15W40;;654;1.0;1.0;3
Tacho De Aceite 80/90 Trasnmision;;655;1.0;1.0;3
Tacho Para Fuego;;656;1.0;1.0;3
Tachos De Residuos (Peligrosos, Reciclables, Organicos);;657;1.0;1.0;3
Tacos De Madera ;;658;1.0;1.0;3
Tacos De Madera Chicos;;659;1.0;1.0;3
Tacos Para Ruedas Con Cadenas;;660;1.0;1.0;3
Taladro Skil;;661;1.0;1.0;3
Tanque Para Agua Dulce;;662;1.0;1.0;3
Tapon Hq;;663;1.0;1.0;3
Tapon Para Surgencia;;664;1.0;1.0;3
Tapones Para Lainas ;;665;1.0;1.0;3
Tazas ;;666;1.0;1.0;3
Te De Te X Caja;;667;1.0;1.0;3
Te Pvc;;668;1.0;1.0;3
Teflon ;;669;1.0;1.0;3
Teflones;;670;1.0;1.0;3
Tenaza;;671;1.0;1.0;3
Tenazas;;672;1.0;1.0;3
Tensor De Torre;;673;1.0;1.0;3
Tensor Motoe Deus;;674;1.0;1.0;3
Tijera ;;675;1.0;1.0;3
Tinta 3 Colores ;;676;1.0;1.0;3
Tornillos 10 X 46 Con Tuercas Y Arandelas;;677;1.0;1.0;3
Tornillos Con Esparragos Camioneta Ad407Ib;;678;1.0;1.0;3
Tornillos Con Esparragos Y Arandelas ;;679;1.0;1.0;3
Tornillos Y Tuercas Distintas Medidas ;;680;1.0;1.0;3
Trapos ;;681;1.0;1.0;3
Trapos X Bolsa;;682;1.0;1.0;3
Triangulos Balizas ;;683;1.0;1.0;3
Tricno De Agua ;;684;1.0;1.0;3
Tricono 3 7/8 ;;685;1.0;1.0;3
"Tricono De 8 """;;686;1.0;1.0;3
Tubo  Hq;;687;1.0;1.0;3
Tubo 32 Encastre 3/4;;688;1.0;1.0;3
Tubo 33 Encastre 3/4;;689;1.0;1.0;3
Tubo Interior  Completos ;;690;1.0;1.0;3
Tubo N;;691;1.0;1.0;3
Tubos;;692;1.0;1.0;3
Tubos Con Llaves Allen ;;693;1.0;1.0;3
Tubos De Repuesto;;694;1.0;1.0;3
Tubos Lexan;;695;1.0;1.0;3
Tubos Lexan (Desde Base);;696;1.0;1.0;3
Un Placard;;697;1.0;1.0;3
Valvula;;698;1.0;1.0;3
Varilla Roscada;;699;1.0;1.0;3
VÇ­lvula De Cierre;;700;1.0;1.0;3
W 40;;701;1.0;1.0;3
W 80;;702;1.0;1.0;3
Yerba;;703;1.0;1.0;3
Yogur X Litro;;704;1.0;1.0;3
Zapata Formula Hwt;;705;1.0;1.0;3
Zapata Hq3;;706;1.0;1.0;3
Zapata Nq3;;707;1.0;1.0;3
Zapatillas X 5 Mts;;708;1.0;1.0;3
Zapatos De Seguridad Talle 42 Para Horacio Arguello;;709;1.0;1.0;3
Zapatos De Seguridad Talle 42 Para Renzo Paez;;710;1.0;1.0;3
